title,context
"더불어민주당, '충청권 표심공략' 총출동",10일 이해찬 더불어민주당 대표가 모두 발언을 하고 있다./ⓒ뉴스프리존 4·15 총선을 5일 남겨두고 더불어민주당 지도부는 10일 충남 대전을 찾아 '충청권 표심' 공략에 나섰다. 10일 민주당 이해찬 대표와 이낙연...
"[경기 안양동안을] 더불어민주당 이재정 54.3%, 미래통합당 심재철 35.4%","YTN - 리얼미터 4월 10일 ▲ 경기 안양동안을 여론조사? ⓒ 이종호 4.15 총선 경기 안양동안을 지역구 여론조사 결과 더불어민주당 이재정 후보 54.3%, 미래통합당 심재철 후보 35.4%, 정의당 추혜선 후보 3.6%로..."
[영상] 차량 유세하는 더불어민주당 서울 동작구을 국회의원 후보 이수진,이수진 더불어민주당 서울 동작구을 국회의원 후보가 10일 서울 동작구에서 차량 유세를 하며 시민들을 만나 지지를 호소하고 있다. 2020.04.10 일요서울TV
유세하는 이재정·민병덕·강득구 더불어민주당 후보,"남승진 기자, 제21대 국회의원선거에서 경기 안양시 3개 선거구에 출마한 이재정(동안을)·강득구(만안)·민병덕(동안갑) 더불어민주당 후보가 9일 관내에서 차량유세를 했다. 민병덕 후보는 “지난 10년간 주민들과..."
"남원?임실?순창 더불어민주당 이강래 후보, 마음의 편지 ""미안합니다""",이강래 후보와 유세원들이 부족함을 반성하고 뼈에 새기겠다며 큰절하고있는 모습(사진=더불어민주당 이강래 후보 선거사무소) 더불어민주당 남원?임실?순창 국회의원 이강래 후보측은 9일?'이강래가 드리는 마음의...
"더불어민주당 안양원팀, '안양형 공공배달앱 도입'","더불어민주당 강득구(만안구), 민병덕(동안구갑), 이재정(동안구을) 후보 9일, 안양시 3개 선거구의 국회의원 후보 더불어민주당 강득구(만안구), 민병덕(동안구갑), 이재정(동안구을) 후보는 '안양형 배달의 민족'인 공공..."
[속초]더불어민주당 이동기 후보 사전 투표,"제21대 총선 속초·인제·고성·양양에 출마한 더불어민주당 이동기 후보는 사전투표 첫날인 10일 속초문예회관 투표소에서 부인,어머니와 함게 사전투표를 했다."
[강릉]더불어민주당 '라떼는유세단' 김경수 후보 지원 유세,"더불어민주당 중앙당 유세단인 ‘라떼는 유세단’이 10일 강릉 도심 월화거리를 방문해 김경수 후보 지원유세를 펼쳤다.유세단 단장인 원혜영 의원은 “김경수 후보를 선택하면 재선의 도지사 출신 이광재,한미연합사..."
"안호영 후보, 완주 봉동읍 사전투표 참여...더불어민주당 압승 강조",안호영 후보 사전투표 모습(사진=의원실) 더불어민주당 안호영 국회의원 후보가 문재인 정부의 성공을 위해 이번 총선에서 더불어민주당의 압승이 절대적으로 필요하다고 강조했다. 안호영 후보는 10일 오전 7시 30분경...
"홍영표 더불어민주당 국회의원, 김주영 김포갑 후보 지지 유세",홍영표 더불어민주당 국회의원이 김포를 찾아 김주영 김포갑 후보 지지 유세를 펼쳤다. 홍 의원은 10일 오전 장기역사거리에서 유세 중인 김주영 후보를 찾아 응원을 하고 김포시민들께 지지를 요청했다. 홍 의원은...
"박상혁 더불어민주당 김포을 후보, 김포 북부권 균형발전 공약 발표","박상혁 더불어민주당 김포을 후보는 10일 김포 북부권 읍면지역의 균형발전을 위한 공약을 발표했다. 박 후보는 ""김포 북부의 읍면지역은 엄청난 잠재력을 가지고 있다""며 ""이 가능성들이 발휘된다면 지역이 발전함과..."
"더불어 민주당 의정부(을) 김민철 후보, 배우자와 함께 사전투표","더불어민주당 의정부시(을) 국회의원 김민철 후보가 10일 오전 경기도 의정부시 송산1동주민센터에 마련된 사전투표소에서 배우자와 함께 소중한 한 표를 행사했다. 김 후보는 ""주민들의 소중한 한 표로 의정부의 미래를..."
인사말하는 박성민 더불어민주당 청년대변인,
박성민 더불어민주당 청년대변인 인사말,
더불어민주당 청년대변인 발언 경청하는 전다현-임지혜 공동의장,박성민 더불어민주당 청년대변인의 인사말에 경청하고 있다. 전국대학학생회네트워크는 이날 체결된 협약식에서 대학생 20000여 명이 참여한 설문조사 및 서명운동 결과를 바탕으로 교육부 - 학생 - 학교 3자 협의회...
"더불어민주당 용인시 갑?을?병?정 국회의원 후보들, 조정식 정책위의장에게...","▲ ▲?10일 더불어민주당 용인시 갑을병정 국회의원 후보자들이 조정식 정책위의장에게 정책제안을 했다. 사진은 좌부터 (갑)오세영 후보, (을)김민기 후보, 조정식 의장, (병)정춘숙 후보, (정)이탄희 후보.[용인=오왕석..."
“더불어시민당은 민주당입니다?”...정의당 “중대 불법행위”,"“더불어시민당은 더불어민주당, 미래통합당은 미래한국당입니다?” 4·15 총선 사전투표가 시작된 가운데 투표소에서 모정당과 위성정당을 헷갈려하는 유권자에게 이 둘을 연결지어 안내하고 있다는 주장이 나왔다...."
선관위는 더불어민주당 후보자의 기부행위 의혹에 대해 지체 없이 조사에 나서...,"더불어민주당 경남 창원진해 황기철 후보자의 제3자 기부행위 및 공모 가능성이 제기됐다. 언론보도에 따르면, 황 후보자는 지난 1월 예비후보자 신분으로 한 간담회에 참석했다. 당시 3만원 상당의 오찬이 제공되었는데..."
[21대 총선 인터뷰] 동구·미추홀구을 더불어민주당 남영희 후보,지난 20대 총선 때 더불어민주당 비례대표 후보 33번으로 출마한 경험이 있다. 아래는 남 후보와 인터뷰를 정리한 것이다. ▶21대 총선 출마 이유와 이번 총선의 의미는? 동구·미추홀구을 지역구는 한 분이 12년 동안...
"안호영 ""문재인 정부 성공 위해 더불어민주당 압승 필요""","10일 사전투표 참여...""총선 승리는?'더 잘사는 완진무장'과?'전북 성공시대' 여는 기폭제"" 더불어민주당 안호영 국회의원 후보(전북 완주·진안·무주·장수)가 문재인 정부의 성공을 위해 이번 총선에서 더불어민주당의..."
[횡성]더불어민주당 원경환 후보 사전투표,
지지 호소하는 더불어민주당 이용우 경기 고양시정 후보,제21대 국회의원선거 경기 고양시정에 출마한 더불어민주당 이용우 후보가 10일 경기 고양시 일산동에서 이석현 들러리유세단장과 함께 지지를 호소하고 있다.
지지 호소하는 이용우 더불어민주당 경기 고양시정 후보,제21대 국회의원선거 경기 고양시정에 출마한 더불어민주당 이용우 후보가 10일 경기 고양시 일산동에서 이석현 들러리유세단장과 함께 지지를 호소하고 있다.
한 표 호소하는 이용우 더불어민주당 고양시정 후보,제21대 국회의원선거 경기 고양시정에 출마한 더불어민주당 이용우 후보가 10일 경기 고양시 일산동에서 이석현 들러리유세단장과 함께 지지를 호소하고 있다.
지지 호소하는 더불어민주당 이용우 후보,제21대 국회의원선거 경기 고양시정에 출마한 더불어민주당 이용우 후보가 10일 경기 고양시 일산동에서 이석현 들러리유세단장과 함께 지지를 호소하고 있다.
[4·15 천안시장 보궐선거 후보자 공약·비전 분석 - ①한태선 더불어민주당 ...,"이러한 시점에 천안의 지평을 열 새 천안시장직에 나선 더불어민주당 한태선 후보의 공약과 비전, 그 구체적 내용을 살펴봤다. ◆ 경제위기극복 3대 패키지 공약 경제시장이 되겠다고 강조한 한태선 후보는 청와대-충남도..."
더불어민주당 임종성 후보. 국민들의 궁금증에 대해 공개해명을 하라.[선대위...,"경기도 광주 을에 출마한 더불어민주당 임종성 후보는 TV토론회에서 미래통합당 이종구 후보가 “임 후보의 사실혼 배우자 소유의 빌라 17채를 1채로 만든 것”이라는 지적을 하자, 임 후보는 허위사실이라며..."
민주당 김동완 후보-더불어시민당 김병주 비례후보 공동 공약 발표,"동해-태백-삼척-정선 선거구 더불어민주당 김동완 후보와 비례대표 더불어시민당 김병주 후보는 10일 태백시청 브리핑룸에서 공약 공동 발표 기자회견을 열었다. 두 후보는 “대한민국을 제5대 군사강국으로 육성, 힘을..."
[영상]4.15총선 출마자들에게 듣는다! 대전시 동구 더불어민주당 장철민,"이번에 소개할 후보는 대전 동구에 출마한 더불어민주당 장철민 후보입니다. 장 후보는 36세의 젊은 나이와 패기, 집권 여당의 힘을 강점으로 3선에 도전하는 미래통합당 이장우 후보에게 도전장을 내밀었는데요. 서대전..."
"더불어민주당 용인지역 국회의원 후보 4명, 용인발전을 위한 정책 제안","▲ 인천일보, INCHEONILBO 더불어민주당 용인 갑을병정 선거구에 출마한 더불어민주당 오세영, 김민기, 정춘숙, 이탄희 후보는 10일 정책위원회 조정식 의장을 만나 용인시 발전에 필요한 정책들을 제안했다. 조정식..."
"더불어민주당 용인시 갑 을 병 정 후보들, 정책위 의장에 용인발전 정책 제안","조정식 의장 “용인 산적 현안 해결, 집권여당 후보 4명 모두 선출해주셔야” 김병관 기자, 용인시 갑 을 병 정 선거구에 출마한 더불어민주당 오세영, 김민기, 정춘숙, 이탄희 후보는 더불어민주당의 정책 입안 통로인..."
"더불어민주당 강원도당, 홍횡영평 선거구 선거유세 방해 선관위 고발","이에?대해?더불어민주당?강원도당은?10일?오후?2시?20분?경,?홍횡영평?선거구?더불어민주당?원경환?후보선거유세장에서?지원유세를?위해?도착한?더불어민주당?중앙당?'라떼는?유세단(단장?원혜영?국회의원..."
"더불어민주당 강원도당, 조일현 무소속 후보(홍·횡·영·평) 선거구 선거유세...","더불어민주당 강원도당은 10일 오후 2시 20분쯤 홍횡영평 선거구 더불어민주당 원경환 후보선거유세장에서 지원유세로 온 '라떼는 유세단(단장 원혜영 국회의원, 이화영 전 국회의원)'에게 욕설과 몸싸움 등으로..."
"더불어민주당, 수도권 91곳 이상 승리 전망",더불어민주당 이근형 전략기획위원장이 121개 의석이 걸린 수도권 총선에서 민주당이 91석 이상을 얻을 수 있을 것으로 전망했다. 이 위원장은 10일 국회에서 기자간담회를 열고 수도권 판세와 관련해 “(직전 총선에서)...
지지호소하는 고민정 더불어민주당 후보,제21대 국회의원선거 광진을에 출마한 고민정 더불어민주당 후보가 10일 오후 서울 광진구 화양제일시장에서 시민들에게 지지를 호소하고 있다. 2020.04.10. amin2@newsis.com 공감언론 뉴시스가 독자 여러분의...
더불어민주당 이철휘 후보 사전투표,"4·15총선 사전투표일인 10일 오전 포천동 포천문화원 대강당 3층에 마련된 투표소에서 더불어민주당 이철휘 후보는 부인 이경원씨와 함께 사전투표했다. 사전투표 후 이 후보는 ""'코로나 19' 사태로 사회적 거리 두기를..."
[아통 포토] 사전 투표하는 더불어민주당 서재헌 후보,서재헌 더불어민주당 대구 동구갑 후보가 10일 오전 동구청 내 신암5동 사전투표소에서 부인과 함께 투표하고 있다. (사진제공=서재헌 후보 사무소) jrpark69@naver.com
더불어민주당 세종시갑 홍성국 후보는 왜 기생충이 되려하는가[선대위 황규환...,"여성을 비하하고, 성 도덕 불감증으로 일관한 더불어민주당 세종시갑 홍성국 후보의 새로운 막말 영상이 등장했다. 한 강연장에서 촬영된 영상에서 홍 후보는 “국회의원 당신네 얼마나 죄 짓는 줄 아느냐”며 “기생충..."
"더불어민주당 휘발유, 경유, LPG 등 상대가격 조정 반대",하지만 집권 여당인 더불어민주당은 각론에 있어 산업계와 소비자 영향을 고려한 정책 속도조절이 필요하다는 입장을 내비쳤고 정의당과 녹색당은 보다 급진적인 에너지전환과 탄소감축이 추진돼야 한다고 답해...
"더불어민주당 송옥주, 이원욱, 권칠승 후보 새솔동에서 합동유세",더불어민주당 송옥주(화성갑)ㆍ이원욱(화성을)ㆍ권칠승(화성병) 국회의원 후보는 지난 9일 오후 6시 화성시 새솔동 중심거리인 수노을중앙로 일대에서 합동유세를 벌였다. 이날 합동 유세에는 화성지역 세 후보를 비롯해...
"성비하, 왜곡 논란 일으킨 여권실세 변호한 자를 검찰개혁이라며 1호 전략공천...",더불어민주당은 조국을 낙마시킨 주광덕 의원을 잡겠다고 김용민 변호사를 남양주에 전략공천했다.? 하지만 그의 실체는 한 여중생을 단지 성적 도구로만 여긴 탁현민 전 행정관의 변호를 맡았던 자로 밝혀졌다....
"더불어민주당 파주(갑,을) ""윤후덕, 박정 ...농축어민을 위한 기본수당 협약""","더불어민주당 파주시(갑·을) 윤후덕(갑), 박정(을) 두 국회의원 후보는 9일 저녁 박정후보 사무실에서 파주시 농축어업인들의 어려움을 함께 공감하여 최소한의 안정적 생활을 지켜주기 위한 일환으로..."
"더불어민주당 김민석 후보, 돌아오려면 밀린 추징금부터 내고 오시라. [선대위...",다름아닌 더불어민주당 영등포을 김민석 후보다. ? 김 후보는 지난 2007년과 2008년 지인에게서 7억2000만원의 불법 정치 자금을 받은 혐의로 벌금 600만원과 추징금 7억2000만원을 선고받았다. 하지만 김 후보는 10년이...
"무소속 정인화 ""당선되면 더불어민주당 입당하겠다""",순천·광양·곡성·구례을에 출마한 정인화 무소속 후보는 “총선에서 당선되면 더불어민주당에 입당하겠다”고 10일 밝혔다. 정 후보는 이날 광양시 선거사무소에서 기자회견을 열고 “시·군민의 후보로서 제21대 총선에...
"정인화 후보, 더불어민주당 입당 선언","정인화 순천·광양·곡성·구례을 후보는 10일 오전 자신의 선거사무소에서 기자회견을 열고 ""선거에 당선되면 더불어민주당에 입당하겠다""고 밝혔다. 정 후보는 기자회견문을 통해 ""시·군민의 후보로서 제21대..."
[기자회견문] 더불어민주당-더불어시민당(박광온-정필모) 미디어 공약 발표 공...,"안녕하십니까?더불어민주당 경기 수원시정 국회의원 후보 박광온입니다. 더불어시민당 비례대표 후보 정필모입니다. ??&lt;박광온 후보&gt;이번 코로나 사태를 계기로 세계가 부러워하는 우리사회의 투명성과 개방성, 민주주의..."
[기자회견문] 더불어민주당-더불어시민당(우상호-유정주) 공동기자회견 (2020...,안녕하십니까?더불어민주당 서울 서대문구갑 국회의원 후보 우상호입니다.더불어시민당 비례대표 후보 유정주입니다.?&lt;우상호 후보&gt;나는 우리나라가 세계에서 가장 아름다운 나라가 되기를 원한다. 가장 부강한 나라가...
[총선 오분컷 인터뷰] 경기 안양시 만안구 기호1번 더불어민주당 강득구,"▲ 인천일보, INCHEONILBO 인천일보TV의 총선 특집 콘텐츠 [총선 오분컷 인터뷰] 인천·경기 총선 후보자들을 만나 릴레이 인터뷰를 이어갑니다! 각 후보들에게 동일하게 주어진 5분동안 후보자들의 공약을 들어보고..."
"동남4군 곽상언 후보, 더불어민주당 민주연구원과 정책협약",［중부매일 윤여군 기자］○…동남4군(보은·옥천·영동·괴산) 더불어민주당 곽상언 후보는 지역 맞춤형 정책 개발과 확실한 예산 확보를 위해 더불어민주당 민주연구원과의 정책협약. 민주당 전략지역 후보를 대상으로...
"[4.15 총선 현장인터뷰 동영상] 연수을 더불어민주당 정일영 '검증된 실력, 힘...",21대 총선 인천 연수을?지역구에 출마한 정일영 더불어민주당 후보를 8일 선거유세 현장에서 만나 인터뷰했다.
"[총선]김성주 더불어민주당 전주시 병 후보 , 민생당 정동영 후보 공직선거법...","김성주 더불어민주당 전주시 병 국회의원 후보가 민생당 정동영 후보를 공직선거법 위반으로 맞대응 했다. 김성주 후보는 10일 전북도의회 브리핑룸에서 긴급기자 회견을 갖고 ""오늘 단호한 심정으로 이 자리에 섰다""며..."
공동 정책·공약 발표하는 더불어민주당-더불어시민당,10일 대전 중구 더불어민주당 대전시당에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회에서 더불어시민당 우희종 상임선대위원장과 더불어민주당 조승래 공동선대위원장이 공동 정책·공약을 발표하고...
모두 발언하는 이해찬 더불어민주당 상임공동선대위원장,이해찬 더불어민주당 상임공동선대위원장이 10일 대전 중구 더불어민주당 대전시당에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회에 참석해 모두 발언을 하고 있다. token77@
대전에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회,"10일 대전 중구 더불어민주당 대전시당에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회에서 더불어민주당 이해찬, 이낙연 상임공동선대위원장과 더불어시민당 우희종 상임선대위원장을 비롯한..."
4·15 총선 더불어민주당 후보자 아산갑 복기왕·아산을 강훈식 사전투표,사진설명=아산'갑' 복기왕 후보자와 처 박현우 여사가 사전투표를 하는 모습.(사진제공=매일일보 김기범 기자) 제21대 국회의원선거 사전투표 첫날인 10일 더불어민주당 아산'갑' 복기왕(부인 박현우) 후보자와 아산'을...
더불어민주당-더불어시민당 합동 사전투표 캠페인,"10일 대전 중구 더불어민주당 대전시당에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회에서 더불어민주당 이해찬, 이낙연 상임공동선대위원장과 더불어시민당 우희종 상임선대위원장을 비롯한..."
4.15총선 이천시지역구 더불어민주당 김용진 후보 사전투표,김덕기?기자?=?4.15총선에서?경기도?이천시지역구에?출마한?김용진?더불어민주당?후보가?증포동행정복지센터에?마련된?사전투표소에서?10일?오전?9시?부인?경미경?여사와?함께?투표를?하고?있다.
"정인화, 더불어민주당에 입당 선언","정인화, 더불어민주당에 입당 선언 정인화 후보(순천·광양·곡성·구례을)는 10일 오전 광양시에 위치한 선거사무소에서 기자회견을 열고 선거에 당선되어 더불어민주당에 입당하겠다고 선언했다. 정 후보는 기자회견문을..."
[총선 오분컷 인터뷰] 경기 안양시 동안구 을 기호1번 더불어민주당 이재정,"▲ 인천일보, INCHEONILBO 인천일보TV의 총선 특집 콘텐츠 [총선 오분컷 인터뷰] 인천·경기 총선 후보자들을 만나 릴레이 인터뷰를 이어갑니다! 각 후보들에게 동일하게 주어진 5분동안 후보자들의 공약을 들어보고..."
"“더불어민주당, 국정원 개혁 의지 있는지 의문”","지난 3월 국감넷이 더불어민주당, 미래통합당, 국민의당, 정의당, 민생당, 민중당, 열린민주당, 우리공화당에 국정원 개혁에 대한 입장과 구체적인 계획을 질의한 데 대해 답변을 보내온 정당은 더불어민주당, 정의당..."
"정인화 국회의원 후보, 더불어민주당에 입당 선언","엇갈린 행보에 유권자들 당혹 김성철 기자, 제21대 국회의원 선거를 앞두고 정인화 국회의원 후보가 긴급 기자회견을 열고 당선돼 더불어민주당 입당을 밝혔다. 정 후보는 기자회견문을 통해 “시·군민의 후보로서 제21대..."
[아통 포토] 사전 투표하는 더불어민주당 이재용 후보,"이재용 더불어민주당 대구 중.남구 후보가 10일 아침 반월당 네거리에서 출근길 아침인사를 마치고 동인동행정복지센터를 찾아 사전투표를 하고 있다. 이 후보는 ""지난 2월18일 대구에서 코로나19 첫 확진자가 발생한..."
"정인화, 더불어민주당에 입당 선언",김서중?기자?=?정인화?후보(순천·광양·곡성·구례을)는?10일?오전?광양시에?위치한?선거사무소에서?기자회견을?열고?선거에?당선되어?더불어민주당에?입당하겠다고?선언했다. 정?후보는?기자회견문을...
지지 호소하는 더불어민주당 선거운동원들,곽상언 더불어민주당 보은군옥천군영동군괴산군 후보의 선거운동원이 10일 오전 충북 옥천군 옥천읍 옥천공설시장에서 지지를 호소하고 있다. 2020.4.10/뉴스1
"[아통 포토] 더불어민주당 서대문구을 국회의원 후보 김영호 ""사전투표 꼭 참...",더불어민주당 서울 서대문구을 국회의원 후보 김영호./아시아뉴스통신=최지혜 기자 [아시아뉴스통신=최지혜 기자]?제21대 국회의원선거에 서울 서대문구을 국회의원으로 입후보한 더불어민주당 김영호 후보가...
"더불어민주당 서동용 후보, 10일 사전투표 마쳐","서동용 순천광양곡성구례(을) 더불어민주당 후보가 10일 오전 6시에 광양읍사무소 3층 사전투표소에서 가족과 함께 투표를 마쳤다고 밝혔다. 서동용 후보 서동용 후보는 ""코로나19 사태로 전 국민이 어려움 가운데 있지만..."
"[영상] 21대 국회의원 사전투표 첫날, 이인영 더불어민주당 구로갑 후보 사전...",이인영 더불어민주당 원내대표와 부인이 10일 오류제1동 주민센터에서 제21대 국회의원 선거의 사전투표를 하고 있다. 2020.04.10 일요서울TV
"순천·광양·곡성·구례(을) 더불어민주당 서동용 국회의원 후보, 사전투표 마...","가족과 함께 광양읍사무소 3층 사전투표소 찾아 투표 김성철 기자, 서동용 순천·광양·곡성·구례(을) 더불어민주당 후보가 오전 6시에 광양읍사무소 3층 사전투표소에서 가족과 함께 투표를 마쳤다. 서동용 후보는..."
"정인화 후보, 선거에 승리해 '더불어민주당 입당 할 터'",무소속 정인화 후보(순천·광양·곡성·구례을)는 10일 오전 광양시에 위치한 선거사무소에서 기자회견을 열고 선거에 당선되어 더불어민주당에 입당하겠다고 전격 선언했다. 정인화 후보 입당 기자회견 정 후보는...
"부산 북강서갑 더불어민주당 전재수 후보, 사전투표",전재수 더불어민주당 북강서구갑 후보가 사전투표 첫 날인 10일 오전 덕천1동 주민센터에서 투표를 마쳤다. 2020.04.10. (사진= 전재수 후보 켐프 제공) photo@newsis.com 공감언론 뉴시스가 독자 여러분의 소중한...
"[총선]안호영 더불어민주당 완주진안무주장수 후보, ""이상 저온 따른 농작물 ...",안호영 더불어민주당 완주진안무주장수 국회의원 후보는 이상 저온에 따른 농작물 피해 전수조사가 필요하다고 10일 밝혔다. 안 후보는 이날 보도자료를 통해 “올해 겨울 기온이 평년보다 높아 과수 꽃눈 개화기가 3~5일...
더불어민주당-더불어시민당 합동 선거대책회의 모두발언,더불어민주당-더불어시민당 합동 선거대책회의 모두발언 ? □ 일시 : 2020년 4월 10일(금) 오전 10시□ 장소 : 더불어민주당 대전시당 회의실(대전 중구 동서대로1337 서현빌딩 8층) ? ■ 이해찬 상임선대위원장 ? 대전·세종...
"순천을 무소속 정인화 후보 ""더불어민주당 입당하겠다""","21대 총선 전남 순천·광양·곡성·구례 을 무소속 정인화 후보가 사전투표 첫날인 10일 광양의 선거사무소에서 기자회견을 열고 당선 후 더불어민주당에 입당하겠다고 선언했다. 정인화 후보는 기자회견문을 통해 ""시..."
‘n번방 사건’을 정치공작의 재료로만 삼는 더불어민주당 이해찬 대표는 각성...,특히 더불어민주당 이해찬 대표의 ‘주말 n번방 정치공작설’은 우리사회가 풀어야 할 문제를 얼마나 도구적으로 이용하고 있는지를 단적으로 보여주고 있다.‘n번방 사건’은 우리사회가 마주한 새롭고 거대한...
"[포토] 북강서갑 더불어민주당 전재수 후보, 사전투표",▲ 전재수 더불어민주당 북강서구갑 후보가 사전투표 첫 날인 10일 오전 9시 덕천1동 주민센터에서 투표를 마쳤다. ? (사진제공=전재수 선거 캠프)
"김종인 ""더불어민주당이 과반을 차지하도록…바른 이야기 일수도..(?)""","9일 오전 수도권 후보들 지원유세에 나선 김 위원장이 서울 중랑갑의 김삼화 후보와 중랑을 윤상일 후보 지원 유세 도중 미래통합당의 지지를 호소하면서 더불어민주당 지지를 호소한 것처럼 당명을 혼동하고 발언, 지원을..."
"더불어민주당, '아니면 말고식 마타도어'란 못된 버릇 아직도 못 고쳤나 [선대...","그가 n번방 사건과 더불어민주당이 연루되었다는 '카더라 통신'을 흘리더니, 급기야 더불어민주당 이해찬 대표가 나서 ""정치공작이 본격화된 것""이라며 선거운동에 여념없는 미래통합당을 끌어들였다. ? 나치의 선동가..."
막말과 거짓말로 점철된 더불어민주당 이재정 후보는 즉각 사퇴하라! [선대위...,더불어민주당?이재정?안양?동안을?후보의?후안무치한?행태가?안양?주민들과 국민들을 분노하게?만들고?있다. 이?후보의?막말과?거짓말?행태는?처음이?아니다.?무려?10번이나?막말과?거짓말을?했다....
더불어민주당 여수지역 당원들 줄이어 ‘탈당,"상포지구 특혜의혹과 감사원 감사결과 부정에 실망 서순곤 기자, 국회의원 선거를 앞두고 여수지역 더불어민주당 소속 당원들이 줄이어 탈당하고 있어 지역사회와 정치권이 요동을 치고 있다. 언론보도에 따르면 9일..."
"[브리핑] 투표소 선거사무원이 '더불어민주당이 더불어시민당, 미래통합당이 ...","투표소 선거사무원이 '더불어민주당이 더불어시민당, 미래통합당이 미래한국당' 안내한 사건 / 미래통합당은 주동식 후보를 당장 제명하라 관련 (강민진 선대위 대변인) 일시: 2020년 4월 10일 오전 11시 장소: 국회 소통관..."
[포토]투표 완료한 이수진 더불어민주당 동작을 후보,제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 투표를 하고 있다. 방인권
[포토]취재진 질문에 답하는 이수진 더불어민주당 동작을 후보,"제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 투표를 마친 뒤, 취재진의 질문에 답하고 있다. 방인권"
[포토]취재진 질문에 답하는 이수진 더불어민주당 후보,"제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 투표를 마친 뒤, 취재진의 질문에 답하고 있다. 방인권"
"[포토]이수진 더불어민주당 후보, '사전투표 실시'",제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 투표를 하고 있다. 방인권
"[포토]이수진 더불어민주당 동작을 후보, '사전투표 실시'",제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 투표를 하고 있다. 방인권
[포토]마스크 벗어 본인확인하는 이수진 더불어민주당 동작을 후보,제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 본인 확인을 하고 있다. 방인권
[포토]사전투표소 나서는 이수진 더불어민주당 후보,"제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 투표를 마친 뒤, 나서고 있다. 방인권"
[포토]손 소독하는 이수진 더불어민주당 동작을 후보,제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 사전 투표를 하기 전 손 소독을 하고 있다. 방인권
[포토]기표소 나서는 이수진 더불어민주당 동작을 후보,제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 사전 투표를 하고 있다. 방인권
[포토]투표 마친 이수진 더불어민주당 동작을 후보,제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 사전 투표를 하고 있다. 방인권
[포토]본인확인하는 이수진 더불어민주당 동작을 후보,제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 본인 확인을 하고 있다. 방인권
[포토]비닐장갑 착용하는 이수진 더불어민주당 동작을 후보,제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 사전 투표를 하기 전 비닐 장갑 착용하고 있다. 방인권
[포토]사전투표 전 손 소독하는 이수진 더불어민주당 동작을 후보,제21대 국회의원 선거 서울 동작을에 출마한 더불어민주당 이수진 후보가 10일 오전 서울 동작구 흑석동 사전투표소에서 사전 투표를 하기 전 손 소독을 하고 있다. 방인권
더불어민주당-더불어시민당 사전투표 캠페인,"10일 대전 중구 더불어민주당 대전시당에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회에서 민주당 이해찬, 이낙연 상임공동선대위원장과 더불어시민당 우희종 상임선대위원장 등이 사전투표..."
더불어민주당-더불어시민당 사전투표 캠페인,"10일 대전 중구 더불어민주당 대전시당에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회에서 민주당 이해찬, 이낙연 상임공동선대위원장이 사전투표 캠페인을 하고 있다. 2020.4.10 yatoya@yna.co.kr..."
대전 공동정책 발표하는 더불어민주당·더불어시민당,우희종 더불어시민당 상임선거대책위원장과 조승래 더불어민주당 공동선거대책위원장이 10일 오전 대전광역시 중구 더불어민주당 대전시당에서 열린 더불어민주당·더불어시민당 합동 선거대책위원회 회의에서...
더불어민주당·더불어신민당 합동 선거대책위원회 회의,이해찬 더불어민주당 상임선대위원장(왼쪽 세번째)이 10일 오전 대전광역시 중구 더불어민주당 대전시당에서 열린 더불어민주당·더불어시민당 합동 선거대책위원회 회의에서 모두발언을 하고 있다. 2020.4.10/뉴스1
